100000
703704079 -642130373
-947164924 -269044648
-65463198 -840343899
-258998946 -290165332
662122149 581036492
408854885 810287673
442417156 -645293617
716909803 305569605
-803066606 -403394466
-668652989 933924401
455920034 839700321
-435001720 271741608
505464194 -763967469
30307393 289086486
651790517 312173018
-103238910 -322375094
-444201569 -707745601
-547333887 707594854
51633686 -816798871
-138175879 -458428967
326361241 -974319036
-68363398 -104596197
981402246 -269638398
-669562418 -609204801
-44896289 189731742
-346867334 -129373688
326560023 -400016993
929469062 -581167758
870489402 749248114
913973021 594924631
57437483 213419353
-309798843 -73707970
893639582 589555695
126754749 190115031
-134474521 -161103498
800899198 -991711483
-361316392 -183266622
391989740 -176206517
-372359346 -843290947
-476893908 -788551424
401681779 -144353008
-544216043 80120861
-13779354 -54476956
160056906 253292850
-622187271 -689942251
462481317 945283626
96966129 -98400721
243006519 -930703285
-255711367 -282499339
-159613480 487940620
-10340645 711560517
-60058176 -932025009
351278446 596137112
154355009 875068830
-167458715 594231305
-996395294 -922041044
588062122 746706326
38768442 505439136
-346910673 454050372
-89956 -392848167
-813108134 -650676029
809408145 -112363906
979472335 -294249321
-882529566 -487578957
-283537563 473926501
-371523738 -239978447
134099517 -166858076
-619590476 548424315
41512687 916928802
892208878 776790853
921518045 241870930
-679451375 -789561987
894124167 -459337238
-952735143 -924924974
-404581087 958761769
-795779107 343651964
-880551924 -25273868
-827724623 -814222903
-279768991 -974284225
701184590 208631493
866753710 -17033336
112253666 -67945799
128047728 144895557
780918217 -393253042
836793716 -655077208
-623485678 -489940662
884241739 -510463498
575453253 166176750
278052504 -844897035
319214535 -860997360
92120460 574098660
834526599 979401331
-533473588 535277825
198631984 467288005
628486124 -51520767
-730477097 577458718
231016548 -732926655
-194333049 -709652577
532072683 -330454860
-864571279 -431227288
213628762 182342511
714157380 -278032395
256695725 889759132
-357324610 -939396924
311592112 201195566
-323694315 125570064
337185577 636630464
-743311198 -57285690
-440016512 -332177320
-934563244 -155798364
-832181223 852498253
109539239 -157345541
-536603558 878224391
32165175 971685627
319139066 986787921
762372359 484705059
-289877971 554985016
-362642068 718879519
-844992852 -764300711
-91613235 326366729
-421224744 639309163
-488865251 -53990278
-328116959 116594794
-621914088 916960228
851330318 397830343
61463410 490069773
-62655370 778996715
-867418429 -568418848
-86809466 300332117
413916760 880660051
684455859 831280406
-312428909 390969102
377589411 209560111
208801211 50195642
-181277933 -726215969
-796628486 -994780277
-293903133 -566952997
-911455878 -772724013
315083569 -264641151
238736584 525838384
-465602137 -881912223
828912245 -280854988
171779029 -441507269
-522510441 352262323
335959849 -744687225
-515553945 579618767
-466913229 -154107911
-743203994 -632679226
332948629 516499131
731617895 108565078
-445810726 -123709980
-687830031 -518747917
-37716431 562731786
-269429887 -924715466
-913818619 92599179
930738540 150679220
147650596 -759061845
384281201 -68374938
-273106881 -584290117
-647978783 -329729925
135130484 377995050
915683905 872624449
122582611 -852208049
733766388 706627312
-423648570 -664352690
-398548331 622865745
837207515 -407305565
-49545691 -639498797
437586410 -549707911
701102520 959251698
441561673 -449038295
613354988 256616917
-47996666 478521591
378750162 -840741326
-540768293 325922676
-188975253 -356968970
-677061915 964925849
98943115 -986010965
-76232806 487879553
154159666 19082962
283835181 -949253083
-2662277 -195292399
810301415 166839843
-644171604 706786549
-422416703 991824435
-287556718 696529026
548764040 444921260
-955106611 -587154640
746559158 488883781
-75642526 543074076
313584368 540482931
66614374 -843254191
-184059647 -575721703
725359540 790770054
-594176675 758864120
-340969085 -588854685
-455649449 -520987444
398725788 -167430457
394701243 -804866294
-436479527 -276033380
-458638198 -208835353
838260982 -79958394
175940433 578777471
-644967014 -711489358
-144870915 243209371
-14127676 -760735723
274720235 848438938
64895699 796908165
-158014586 -199448749
-378413977 40344672
149999017 -788786769
951664028 -693768079
105973929 774024294
288105731 -969455130
-945382687 -593805195
640989670 729535959
101822847 138945794
293354907 -24883843
-262391423 -18937636
-409468575 495657845
357659593 433687812
-268529889 -208919274
205151218 553696576
-982235986 892365945
724336994 987313707
-444549638 -30169526
92805347 -723661891
-285433383 -950152796
-10686589 -368314636
-847290018 671204391
-764573841 -536699907
-530321841 32916470
983986196 -943828960
-675542885 -333835585
-779735763 -985224909
831847549 -552730941
244139482 768568152
-915424075 -290533089
-899567794 867665018
-73139976 952201271
-198633924 116911403
-874256598 716093726
11588705 -535776149
-120519432 -126613257
570868003 -403944867
288495339 619425358
-598939287 554079194
29878572 -591422110
-967081082 768134868
751319703 84891772
-813088658 -907625943
-884484939 875517853
13992645 998872936
544310626 474610850
-786428136 -137353093
126535860 182838564
-722459045 -979536196
225894422 -783101355
873240704 -338001124
854905467 -177462624
-154778176 511897665
799877606 -658540448
-114702245 -767790528
400260188 394927866
-716881453 776064240
960520284 604923975
483832402 -442640708
44184213 405864820
548937546 -347930310
-49757832 -293488679
-345752342 821644185
-515844488 -138585993
-702041718 492942074
611338889 -5954769
-876085930 -775574152
-493150131 -746247845
-549193981 168235516
415355796 484968423
-52474447 -328605833
739828451 -981578685
462245465 66712852
-15562551 -620866017
-431179510 -359760065
-917233549 132898274
138700340 -216334056
802327086 -81996728
-899082103 -264556950
-633969171 722696104
683791167 927481335
23762854 -22883059
770235412 272001862
714602002 -613660049
-887050343 -200806322
576451302 51556600
96786156 -804969701
-745323242 -829287677
-265183155 682973117
479755512 653427240
-404727675 -233421274
413169364 -787840170
495307040 -260521730
-369629794 447796748
-51927556 -661928690
785912662 -210629428
633288141 -188675677
-380072490 604138550
763542162 -371973965
-202562127 105942671
364759890 4137441
423021102 655390027
-196630063 693027309
654187614 955345766
-69296566 921377404
881715657 873397869
-217321582 -126548558
816706922 619086229
-705906909 -744273266
296668202 -509259786
482229080 561722411
57518334 556927905
58441971 139536729
172801691 -678426992
240517212 534835185
-700788848 578298735
456393942 -702186615
-845863025 302045045
-175495779 -3523708
-951977338 -522519142
320745343 265759671
-414168249 -315400958
-64599832 -319700551
-427102560 -373727454
31548865 109247278
315293520 -501735884
-666173283 -372840943
672490018 565030732
-215823828 884331264
142316338 -238609520
167670233 746262524
-131354523 -812629015
-386763183 987812619
-70923957 -575585051
762533498 -252301712
-360223745 -812993091
892368124 670283468
-28134043 -491760073
924802888 838049477
-710768591 -514591857
783643529 -563732952
-280907762 617212395
-527418633 692337494
314246310 -628381256
-939623062 -655967430
50939450 919979855
-52789624 -743311464
-902989735 -624936659
-131635534 -116325345
-390161635 242955380
-502703602 -490189360
860587498 196593690
144323549 -691684995
164175737 514263251
-915357983 -260866620
-442208734 197701328
812041527 -240130132
-869881658 277091706
-380477822 363874075
-719577964 -432931468
-223362874 662115375
100289638 236261499
410804427 210537189
765571591 -563988141
275710711 -492074909
114276413 -209245896
835464267 -932254605
98586488 -890537714
-270984518 325364137
-522938940 -367042880
351281180 440488952
-850347116 -323228853
480262500 726508838
-210124195 739103111
-751000777 813064485
-247305333 378626612
-120020668 -211426658
-248450774 -948704206
820925812 846454583
125635142 921796782
-835417502 -283995423
141474374 -39892570
-987688662 -795641873
-97246784 653915007
226513363 -427146656
605317251 777989442
-418788185 837548581
153140939 -337812639
438837975 -881610707
-892777050 862998934
761270162 334835398
204272340 452427274
-850825152 -832744698
-959116791 864164818
-105156582 -750000883
-368603282 -708662517
808618380 570940403
-985376529 -396937196
313003142 -176891635
-552876123 -147565213
400132112 108311019
-55335483 228822080
624410030 -815408339
-8121712 513094487
-419080768 734607662
-930701391 510026504
527820767 -560984018
987846867 217815621
-927567841 202808358
-301943449 926495180
-450702881 -820758540
752586532 -584959155
323106114 -343470018
-338201030 -9334090
-742834257 84429754
790737206 986530273
462952788 187624365
-554895696 745270954
-809579392 420774331
684824573 -71341260
139923901 622790882
859157250 -934179609
34363074 -180263566
-538243276 729449858
-327959577 -164174168
-546230345 368034978
279792374 -991399619
-688587657 -209296389
760332240 -192343098
-149024036 342022621
-610076150 340186846
752142898 779122681
-349823755 537614813
653615962 -694390866
655245247 853494855
769760194 742840747
-482341845 -3311977
679731549 -822825093
-538985265 -201113996
-770391005 -644633758
970943666 -31738179
630966545 -849611148
-899580618 913684333
922774157 -974006778
-511708037 284385886
676190591 -980455786
-734970155 -955729198
194203657 80815798
62165060 -597347392
515073129 827605326
397189483 969010446
650026935 -832105671
586567331 236698874
165719891 -300071625
-287372907 -785143294
-332534946 -672364415
-89583700 742415149
486223263 -466998749
165710064 788061340
898957337 -387827315
-384756577 -885485882
533041752 -420005034
-287018114 -230698850
-802575989 -792639785
164170455 -140477414
-342061048 595885816
-568156178 -172360228
-368682724 -12531706
-736046867 997545901
-569360946 398577967
87829315 489408254
975512572 393735788
-8551133 -354986729
182838613 822260929
93412831 104983870
-769461598 -121567374
432271049 642414912
824147270 853152766
-875065380 173337501
-483835067 -294977426
891703882 351020607
-112798829 889234209
-205676573 956271719
-414219517 -434089748
286456907 871373112
460578183 -172057034
743674235 559218375
-665037984 342234620
952493405 -703340497
507035414 -782378118
-666965244 -479385187
80241624 -776933166
-920984741 449175597
-352805080 190361279
-151449559 156574273
-338707411 694458468
-768506066 539458387
-144076249 -816569291
802512982 524278172
-691928084 82931336
-687698546 -622438707
-406815814 -305641442
969033944 18388166
-162148859 717691560
763805737 -926618505
-795795674 -934219055
-115691088 958195673
687058387 -857182725
204727460 875512762
-436723470 194520232
-553928229 764670632
5705141 -49608344
30309681 -577224192
788155833 194528465
-288495453 197103441
-530020761 -25897835
497715940 657871594
-160838140 431792346
-31298684 -844782590
953172970 738496412
349290792 -897016665
343697910 -524177937
867776657 -821018258
432589629 -217704062
565422429 266606010
41024439 224319363
-538407833 -450032724
63004729 267800275
-881887363 963884888
-663424011 103916071
416738445 -461534986
358022490 14111042
-943313722 738856793
-673669605 -758834484
235648692 -619395174
-184691697 -930213459
177931776 751273510
-742596631 146520252
724971335 -572119848
-482129665 -81289011
-251191478 -831203811
-101259956 831361351
185658512 -363663384
961037280 -823909937
-581141642 974059603
-675229608 627518329
-709326752 -553030560
306131214 -235088601
-463548635 853933415
-73884025 -866881337
577756078 63112853
-663326135 514472730
30732238 14170870
695915857 -186802138
-915143424 623031756
-587228842 18207796
-138347689 813073106
-957524849 -522794457
-241555548 196911457
-565601710 268958448
-646776435 814261699
871565812 -813488767
219123455 611440793
-295325341 366979476
600774671 165778917
217717210 -715240638
-92454686 448827947
592652794 -305281238
-431631051 425896638
-889163593 499930151
349900338 624747749
549586339 657358393
-355578362 -104622059
214791898 465347801
-246272478 427285273
-640588645 -422901528
339819098 531078066
-847933745 928381839
579803914 304129532
-453108984 -773468016
791058425 755620374
-841346161 216583213
-852838753 940096211
-176157214 845227793
20943846 421439577
195839604 -643892552
-102573993 -317901118
-938558205 620291460
352109915 -199087309
-387944643 -543886610
-873753429 28513151
-553907035 -845495437
-442161006 848273737
419786144 -216957422
970316227 579070535
-3752352 -742409207
-845428006 645472643
-59954955 855066033
-36527132 5121213
651012321 -90449918
39524645 816219067
-544361455 859159482
841254754 835000431
-962070851 915091468
-687386247 782254539
-91824105 363534867
305116788 65992981
-836954251 -396506067
-644909607 981279203
683272025 -950057892
248073825 -496944346
12461189 857290774
177817523 -352085457
-442369360 680780335
999566612 309707860
625287915 553717116
-645406023 143690932
488419795 -211455377
-448561226 -981518158
-79235133 -268838913
319698217 -250432701
-837024307 980697071
-830991555 -288592205
595075366 -11293924
500025294 548239019
295518162 177758139
21247951 81925039
551762764 593194290
-88101429 696002497
-960506641 -120312166
374225800 214333404
842546872 -868119570
-840379223 -66657390
217813125 -179900835
288548581 -145333115
499883057 -18524487
680073641 -591011357
528687932 409458534
73613847 902435278
448740228 853725949
418671760 -418782682
-233267900 770499174
-957466223 828549244
899433166 679832195
-64609681 374059125
-402986051 -639007536
-498936515 789574800
-201013122 155760587
976858246 35513047
-114138003 -235610759
347429341 -844461344
928939925 961515042
-798167768 -968576165
759411841 839532673
-78464484 -936427137
-794736863 10853849
891779308 570935570
-940376481 327151156
619703128 411484762
-805015562 464895341
728104166 93025793
299652156 -798660273
883508767 -285203951
990497530 -691905856
509283061 503244617
610307877 -460311636
922061020 -179960925
-835874992 223399462
-489489185 53911165
474079015 45664794
-859187246 279905836
-280169275 249357335
372708234 -997171189
-442659876 -701487537
383115715 -166475831
-800727534 -424815510
911199246 349034887
-210219846 981330730
346720397 -468321346
-680957005 621390057
-380556721 -257272533
-495406541 447588589
-822518366 170225415
247866087 274921873
41145480 -504000269
658159297 960014481
-762871660 -384386031
43476645 -165444547
726730049 930164977
-203933888 -678496109
493888794 706723718
925800019 -538020796
244909579 -852599799
904840375 -830235755
-80789931 680724423
-877372683 761275143
-281278212 508780991
788057000 -692456699
855203707 -407891766
74325897 376246237
264518048 114565922
906875384 205314392
28396508 -852361213
-518508610 877236291
44647538 -898646895
-584149292 166692866
-716068968 858912564
-591246072 210963281
159054094 -27125748
-602057900 -454858902
-96893980 126671125
725615023 477169180
967406352 122427445
-103274747 532783981
-30711780 934231037
85689611 278836264
871390517 415756186
-258442020 698569175
855545781 106336461
685884977 -423300464
-28959315 586988536
-619871660 649662705
836661655 959745781
-957615029 -274573169
14061983 38156658
-877519016 326304727
-7428949 -309816075
-45095372 125844883
-560460753 508842583
998361594 -287443196
485670940 -876712187
-227836016 589733194
-379000581 -506369998
732174938 -430901411
552776661 -822310561
390365724 -64917240
569630608 707485652
-221326269 -503912332
441337552 -130958225
606555865 481365031
994600614 692658419
832627979 804470694
820443688 985342495
-243680166 -373520405
192603792 676100018
-638454073 997004043
-397158319 -440776162
-206250153 -989878540
-715036743 602839041
607746773 -670102448
-480496418 763778532
880431772 -459590140
-527079233 -768470624
457120975 321542863
-631025953 230804898
514480675 -405433418
-898361892 -558974938
180332621 34483443
-302056226 318202770
900884544 773586739
365257798 -355742860
-202254709 902140361
-339395918 -96259529
980000155 575810676
-590948065 -201990230
-888698525 685853609
-877827510 648820677
700290042 -675497990
-985379765 923619882
296600866 166264543
219263264 510631106
519055278 -80258353
-872133529 509448812
-615159215 -796820382
389161749 -681070858
781976479 -376201103
-35598277 -133169280
-219177071 232807870
666835140 -512413991
-919644070 455845556
197151669 -101954642
942460217 -326319185
-139921262 720429422
-396297936 983204111
467259395 149147725
555068487 763502895
-689187075 -162956196
-315071155 530432176
-234819115 -669700666
270054575 894757023
256121671 -370207641
-772221668 -474445392
153818487 -462259088
494028151 -253528788
-745578612 295380917
779124182 -702838586
615939977 863151284
114415709 -676034188
561971618 619648448
232747903 -102178173
213446573 524869818
-815436684 -977310525
158125722 672016223
-961235574 -971386580
211467542 531907408
-560745176 -476745759
-72865967 -723906733
-85964046 -684975034
360578802 460533227
724277842 -593522489
560050189 647366493
-575842705 774771490
-542495503 -428922432
-142987869 630589574
-269164953 612360340
437690733 166192459
95666984 -10883611
-99136103 -388391838
208807243 -889543367
-238044905 -106204692
716226164 782134693
495218650 592027940
577542046 982708521
212428914 374215574
304130649 542939
532524282 -880811024
265450806 178609187
910089579 982416208
-186764615 -261447232
-903196345 -828519087
-813355259 885747438
-172728090 -836178852
-452047001 820392260
493589610 -290771932
-303057561 982775475
-163478774 -737296488
343160673 -516300402
271510359 581106006
135678126 -221658695
221369302 -118087088
521992822 -687427502
-428440972 717311758
60206009 378597348
572438044 -837788727
-266833582 470155693
-26624212 -83847743
831636994 932196084
810487281 -895463625
191154944 -732490195
362828288 -502070103
-850360974 300520076
-311916543 858777312
134623588 -797758491
-116069972 670977945
337648091 405633906
-413442957 -528644976
484977024 820197789
-196285154 -585822972
40550963 190070921
-11344055 -605377456
466015398 123432071
-188872421 -292531209
-662362741 288752206
-459176787 926394953
-351310873 377022836
-608127483 -967792187
969484292 -938172387
-988520314 -573385050
-842907217 -293483884
514899692 995360187
906991666 -210832242
-468442258 -798137068
-82691019 125730910
-718618754 936282521
-389819336 206111535
91626588 378044503
-162883527 716690085
-822272771 294350599
495651014 558098382
939185639 836243266
-528920262 -252711527
-556846902 -792223005
510431989 844127075
-91589890 800442077
-919258587 518487404
-903720338 270564936
962754496 -211371668
446688515 560324279
30629884 -160618872
-683668451 407268897
820686596 -247364094
-249657971 -642538635
251947886 580117270
636342868 15133989
-961488265 -616054883
100411258 253982518
-297948358 167566959
940563844 484444771
-370904352 963215759
-398679355 -715305068
316773035 465577319
807480559 -819477676
284097035 927835124
119649188 727678291
-758429303 -975630068
-485834274 822718120
597662477 467655855
-727790452 877674277
880464856 -248336283
894688698 -502538560
278106555 15132974
-395561816 -593552741
848208922 691907582
595194790 -293594818
473979121 906246019
-716698585 554254449
220929235 -42015433
634701530 202938660
-536374863 354589511
-482971231 -268216513
-104959559 607013315
-498297602 -807027103
358026544 404496483
-719946624 153239136
-33092082 418622947
-841528785 -691614822
-796873839 930434172
369058933 -689068748
-989693063 648712601
-36416054 -981653664
318898997 439000990
-183635119 -390686470
-692187815 -243142744
533412117 759351145
-576599083 -213014500
-86308413 67876994
-208685687 232603193
303159895 -976814132
-970281604 382886998
897589517 60923483
-196600178 -624694122
684757566 -763374390
-541502132 -48540921
92055441 135480265
-509681287 -510786799
-584390190 -384598211
273578190 -569306255
-942878750 297813299
979586597 490453309
402253483 -201557785
-461859721 310028557
208951266 509279044
-890012154 -524925155
329621983 823202129
686720507 615644284
872028104 -741992102
567542888 -704140855
-106594446 316423629
-313508932 -429852762
-529092965 859501448
-941296844 -762417538
126839896 475271874
518954588 -613429616
765507123 -341197410
-76191975 815583372
123777992 689386516
-844766658 848905956
-725622691 788836990
111312018 -890420933
452305050 -523867772
785806949 -425250293
-388378462 -360711126
-293600723 29047679
329413379 45053704
378532654 636387795
-704136804 -769122052
423091032 669519149
-96876283 -622757402
397735040 363672508
616820195 -983643444
373344964 58232496
672701790 670969639
-288824223 128345828
-857890180 -791600435
-809821935 275769268
187162552 837141135
-974926514 681582364
682052288 -691278247
-620391867 642956808
633702980 640296025
-288510166 615690633
-786801466 998804225
-260412796 -655123302
-981814075 497590834
-598279611 -985499414
-707392911 -123597237
951320355 176627253
-133661949 85258543
97685176 -670684158
-887945575 -686527322
-881786179 202898634
476366002 -324294553
-406443197 248949106
-673481916 -863034142
516480922 -580136227
884169488 -431170983
-262265130 534490901
-247553347 -415579899
553155676 -650067553
-81083028 -371028497
-201648503 643343833
271214581 -833254703
391836181 639395564
300271076 -889915850
21643364 75459961
-939855528 533040298
-706199327 -321368373
-361511769 752515990
887471763 524775341
-289848937 282196959
300323209 -487410104
-87598782 190391672
443617953 -591721411
281844298 758462371
540917539 758364586
593259998 -9978780
986789526 379817089
-78861765 453954149
881635672 -313749586
-974793786 -692870007
460046424 -142507828
-935817613 6788851
809261610 386433804
368430820 -870956041
-889138406 586411598
843975291 72415517
-589756856 692801188
-532654869 567196177
-821801084 -114387361
-7868310 134560070
848723603 257481616
325307484 649927551
-17300774 439974552
718562438 -950898716
899128599 730189783
122233100 285839270
585986920 237325334
965568126 300399328
-941177522 -426662830
170170780 271834180
376953754 472666069
88923790 -797104187
-392766137 92614844
-465630618 -41464535
770253111 -471573405
761477936 952192346
815006656 488631054
-218554382 398193378
-760712657 -76156793
-255895947 -204982356
637200639 156537680
434772341 579510039
-95053258 355504828
-648616149 397894347
-276530033 962390862
612213705 367083149
391341654 -842246833
638762139 -556657126
509069706 177432126
971718365 319434946
-93036927 129964873
-387917017 361587132
-642128603 -716132466
-908770706 -966381685
-305599131 -660210975
362746048 876894018
966675334 -345261288
765221545 874717693
182515319 -803594005
-883099136 208031056
221704704 57983080
168007824 269575402
-267380292 694961432
453523370 -220220481
448363617 330656472
-408658220 -577393023
-410646935 571570850
-693743627 68923371
918635580 -839250453
94661687 -414022581
669939047 -730357177
195122134 490408531
-739704371 -192384959
-712004155 46697718
-995124185 218980146
-403906342 578012743
-21612319 505944148
-222947221 296994003
-218637614 -695903863
734953176 -283124356
-241690103 619450945
407485466 -648941702
-837259777 242796689
-720079371 -676418313
588225916 451594907
-235281146 457765055
-401176645 -66375735
-789898774 642581402
-830793873 882491988
-162051675 -405417072
-80050451 249159311
939823497 902616665
328838997 952774528
-555918578 -959732781
366500502 891274533
-974420249 770683505
489118395 494216936
-374596658 647214586
358898279 640639283
910744703 41125092
-331655484 110050111
836007896 -860356646
-482760903 -876459569
411405153 -457488919
-677817458 -811509823
477363144 -424278754
880054194 771202396
-320449888 -385124357
766387346 -341216054
162402364 662048998
714712293 521876798
219873674 -354716893
-516678698 4741997
980460193 120220006
-202232476 -697615976
-732107821 -263896999
506954192 690876588
-805844352 -718648944
174221157 478917002
890410829 -173301483
-657108422 -493751316
549128812 314368548
-217217907 119915968
-533976256 128435034
27377490 -674356460
610160215 171885989
541577066 -698623858
627945441 818090142
776767839 -692267581
-27748448 -300250167
828960728 791792026
792292650 729608693
-22588342 -959960702
-780951657 -555519239
-270675693 39378430
491616614 -534710096
120831263 -625486214
-508947410 722311738
-37774368 291829242
-298968946 -743057083
-448358264 640217025
757052544 29269102
293834260 795738515
47330725 290763152
95969960 956109731
47024189 369157662
-156894614 -705126804
-165904834 156585827
-776230887 902389836
894188980 614743536
-777265222 -191462747
-732243906 619236512
565225406 246014928
-977189840 -852953325
-945611720 -732781474
-138777220 -182391718
-291540625 833534552
127841141 423976710
-650197556 -559284632
-496910984 -404945288
-910293348 -852438147
282802245 -727710710
894465050 -945314707
284512909 -202206722
510909260 813118316
229898750 560123514
-63836525 -20673679
-243367484 420519200
933854823 -445534979
409442334 -253032383
-532544317 -869436987
8195403 -431107973
429438015 -124153764
-342834576 -569064082
-192760693 208265306
194804067 291245948
-242102228 -544521764
983779294 543437882
799859535 328208984
619605219 916472642
-376141603 731216040
893315814 887831996
843810489 847462972
812232650 337842592
967454778 832488851
910793859 -286900167
-659545830 -735049721
344888237 860453173
314267827 -374522021
-625604491 730955829
-917758154 991111859
-646454951 242388425
681194452 -427017847
-865896244 328049797
797397537 689889572
-152980128 -659493879
-615823838 754128170
61536981 437493297
612083405 -431851594
-308320270 200299160
820729973 673314768
-631656701 768264950
452323658 861857968
-892045983 104499264
-937133164 -698799651
-334653572 922935459
302887209 174476595
-829677081 -449292690
-972139829 839280932
653029793 -900732813
876700811 79313514
294197548 449866891
-562402162 -44235818
196579716 584801907
16166955 171280377
15329391 -362550063
-971297553 605494829
-485430317 -217454874
-461319528 391153433
-823909231 -242572439
200633808 -102456459
-571485829 371990007
579475226 39296482
423276664 96157746
-707586798 182318895
-527912229 737546433
-359420621 -642573746
-703009870 -971499468
-485611272 -516950680
-191606772 -958141667
-538752923 750018601
-489660840 806600413
567358747 -839141044
-274578716 -235190007
-193463664 564225151
-295973248 536477010
31297026 432771992
-341802956 162556491
-940521694 -873440488
476309489 720041639
-841997437 253872288
-770910760 880672166
-867774984 -637813718
646659694 -669086260
804255157 -840065784
-369354031 748097983
919556373 -745261181
512546223 879796679
-550077449 37785368
253173334 -299392019
-317308473 640769969
-948432896 286550063
53108928 458750974
456989391 -427438507
-97740847 -48080334
-173704855 624623901
433846389 -252946571
824806585 4163004
-383993358 277652911
-82129811 922814666
763210872 -980804677
-497865182 -190727830
362280649 223242868
-685641159 260742602
823416763 -768688600
346414732 304569102
-919101673 -916808733
-890560348 -436492252
374122461 768704042
368709093 428557105
-203804507 -569781990
112516551 383364714
727422317 945546517
618044189 890490371
344220916 -525607098
650960275 264466524
459268437 -432515891
-834660176 939490693
-52154606 191600733
-877592815 735756106
-428367299 -976240676
-438166176 -691312640
-63674031 320959001
-341482531 -647537727
-535438167 -687682771
719979381 28617499
-891461142 -163202487
425212512 288163394
443829255 -619085960
-966704489 -85056714
-316055715 806913199
724750813 560776721
-898931835 -588219201
-878466498 -454006761
-59076130 -409013382
415775092 -821860186
746559095 -751680096
14330894 196106403
-963713856 341677639
720050036 905438229
567451018 710286183
-974437554 790823021
-938589380 -995846182
760714984 -224721249
315195774 76477665
-714567040 838518382
-832735294 -909397244
-764376054 -121780050
-21336418 548681007
-864502348 972313621
-166288685 785564831
-675318654 -266036273
-911645123 -80457745
-782064168 -124878426
-109851475 -956921125
317734464 96803932
277213481 -739174888
960104176 440306633
117187351 -678255956
866515428 -551972035
306372557 -622823960
-105217613 -950003105
398365398 671214031
-136534011 633940197
-902164641 -889374863
-929793502 847738043
90527051 -266038351
-506916491 675414593
-87226473 -131972059
-462098210 -865808757
161831522 112764437
638509085 -823054215
758289153 452005044
451786595 -216410784
-67387748 599024145
-252734556 -792865434
-334214085 -947116593
-675220100 -753982769
519387020 883979717
-304042224 -451039076
553835513 177691273
-279572262 -219527175
934812421 -567621039
-9091689 -681877508
317267106 187825600
-71987601 -827023956
918741346 684528669
658958380 -362633724
639695788 -445878248
-867719791 -664674868
-96874149 34806167
-993407346 823854583
697623490 -173923278
-487842078 222721654
-142778227 -527757642
-468222231 -823895337
220907159 917213691
796140756 133067568
-729733301 -80986943
-134174954 552369637
-444723672 -10760789
693709759 620573154
-385974632 -954043564
871852504 -927500305
275305616 -226072794
30616037 -260150365
-843754029 597685319
-976184645 -541546372
175624595 133397443
-67254610 -212872925
652609749 191107256
-67824707 -867482076
166317781 595532311
343485270 -701232284
367604880 318709386
-882230541 -866921569
297573100 -838904239
896604813 874508683
-425490952 720382806
-586650612 -87460541
-783981453 -583054605
436270140 -551255926
-557251903 -419112665
-548720447 -297693759
-128370348 -862922057
832964714 -349195737
-133543588 -901940836
-60418304 -890070829
-407663571 735253430
-754111365 359401072
509561405 523645553
-812330900 362719543
946565967 -369975604
627511884 331286779
754836233 761607399
-560690179 853366279
-40096891 -178297260
-975478399 763898613
-917067832 489412052
900248891 -571479689
-957090496 126654398
779267539 -436565048
371105347 -582954415
-319703627 -5078237
-25988478 254958661
-790262240 -948668433
-440775080 -379651135
481869407 -226660142
557896159 -544040371
-980045846 -7526634
292207500 180647654
-191660612 655921462
787983788 855295813
-337754507 -648563446
-196867141 -545561242
-46569899 -455579629
869685600 -317419155
8069181 -437220350
-539266822 -272373059
-56694255 736357709
-898523794 -669870327
-596164033 -648963461
-500963350 -935548362
544298518 297791658
-737817075 588689132
-810843725 -611596388
602733981 -829856947
-996506584 672459653
-642386854 323320443
264705374 -913726586
-303782946 -992111703
-845427150 397275172
193071117 969705077
506494477 -977463890
806996492 966452655
-580216875 -139674469
-33702757 278541285
438766488 420773011
-398107175 -378368611
195793368 -532719582
-940344766 -126588861
-357134691 520960781
-412631969 990142369
340216812 512537449
858488360 366369364
755923387 460815281
871699581 -942424870
-791942299 428005402
-804991553 -320052645
288058611 -364432786
653116116 -516427668
57717264 -63643860
-113499560 325656045
-615738170 -179381072
480385828 -469441577
735175480 -906556868
333723465 341463951
442211690 263360792
-369244204 -367389801
-479560392 -62187721
-249472658 -639757114
-803767301 -187086930
-585591343 995672027
903399375 135275457
-714194789 639786663
464976845 242091003
-179451613 394724136
753321823 -863043391
-214047487 472737048
-54348835 899977778
-168604436 401844700
364122370 -272322316
451680215 934181257
658284096 605065838
199088209 387438906
-464747626 788472781
506559547 -53631681
139835861 277435315
-397916015 -232938089
832406802 960435166
-184396540 -882714827
-500424840 -356433887
301625254 924271701
-708626559 238458117
64000181 -804656302
748504224 122561721
-500748574 996504892
-676213282 -381946964
-87762001 -501505344
-381128455 -462978216
-701608968 -563337906
-757884092 -612570202
-406382041 -393044849
940396248 571383101
361215197 54522658
-552205039 428663718
672500118 126851471
866480466 -692664223
261050667 254238027
-50189144 -893034419
-785434549 -955300850
-7971751 560915516
168352570 -383949969
316226660 239750364
-108728854 342265025
987847405 -357922203
-824275768 794602330
823694412 81663897
994146609 40708471
-628981555 -49306087
-411094422 -797082201
-763975437 -784677359
979365807 709969579
-415772546 -489814090
-503847801 -463915821
87168335 207350734
767793927 711575689
90594120 -509188910
-969579921 -541178908
-349898611 -510656444
262146189 217363871
-45416066 187832385
